Group,Nom,Nationalite,DDN,Titre,TypeDesign,TypeDesignCode,DDC,Acquisition,Dimensions,MST,DCU,DAU,TypeAcquisition,Sexe,Image,No Capital Nationalité,flag,
7359,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7360,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7361,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7362,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7363,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7364,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7365,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7366,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7367,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7368,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7369,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7370,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7371,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7372,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7373,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7374,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7375,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7376,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7377,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7378,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7379,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7380,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7381,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier et stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7382,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7383,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier et stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7384,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7385,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7386,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7387,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7388,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7389,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7390,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7391,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7392,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier et stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7393,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Stylo à bille et crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7394,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7395,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier et stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7396,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7397,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7398,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7399,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7400,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier et stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7401,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7402,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7403,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier et stylo à bille sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7404,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7405,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7406,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7407,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7408,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7409,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7410,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7411,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7412,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7413,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7414,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7415,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7416,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7417,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7418,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",Carnet d'esquisses,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,,Crayon à papier sur papier,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7419,Aldo BAKKER,Néerlandaise,"1971, Amersfoort (Pays-Bas)",,Design Graphique/ Illustration,2,2014,Don Aldo Bakker en 2017,"25,5 x 17,5 cm",,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7420,Christophe GAUDARD,Française,,Affiche Droit de citation,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7421,Christophe GAUDARD,Française,,Affiche Ignorance,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"114,5 x 80 cm",Impression offset dos bleu,2014,2017,Don,Homme,graphic.png,française,france.png,
7422,Christophe GAUDARD,Française,,Affiche Ignorance,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,116 x 80 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7423,Christophe GAUDARD,Française,,Affiche Smile,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7424,FRÉDÉRIC TACER,Française,"1985, Rouen (Seine-Maritime, France)",Affiche Oeuvres Utiles,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,118 x 175 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7425,Frédéric TESCHNER,Française,"1972, Thiais (Val-de-Marne, France) - 2016, France",Affiche Goldschmied et Chiari,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7426,Frédéric TESCHNER,Française,"1972, Thiais (Val-de-Marne, France) - 2016, France",Affiche Saison 14-15,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7427,Frédéric TESCHNER,Française,"1972, Thiais (Val-de-Marne, France) - 2016, France",Affiche Saison 14-15,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7428,Frédéric TESCHNER,Française,"1972, Thiais (Val-de-Marne, France) - 2016, France","Affiche Saison 14-15, spectacles",Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7429,FRÉDÉRIC TESCHNER STUDIO,Française,,Affiche Reevox,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 40 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7430,Henning WAGENBRETH,Allemande,"1962, Eberswalde (République démocratique allemande)",Affiche Animation film festival,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,allemande,germany.png,
7431,Henning WAGENBRETH,Allemande,"1962, Eberswalde (République démocratique allemande)",Affiche Der Pirat,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,allemande,germany.png,
7432,Henning WAGENBRETH,Allemande,"1962, Eberswalde (République démocratique allemande)",Affiche Jacob do Bandolim,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,allemande,germany.png,
7433,"Loulou PICASSO (Jean-Louis DUPRÉ, dit)",Française,"1954, Mazingarbe (Pas-de-Calais, France)",Affiche Chaumont design graphique,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,118 x 175 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7434,"Loulou PICASSO (Jean-Louis DUPRÉ, dit)",Française,"1954, Mazingarbe (Pas-de-Calais, France)",Affiche Chaumont design graphique 2,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,118 x 175 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7435,Malte MARTIN,Allemande,"1958, Berlin (Allemagne)",Affiche Venez voir !,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,allemande,germany.png,
7436,Melchior IMBODEN,Suisse,"1956, Stans (Suisse)",Affiche Designer portraits,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"128 x 90,5 cm",Sérigraphie,2014,2017,Don,Homme,graphic.png,suisse,switzerland.png,
7437,Pierre DI SCIULLO,Française,"1961, Paris (France)",Affiche Sujet Verbe Complément,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,100 x 70 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7438,Ralph SCHRAIVOGEL,Suisse,1960,Affiche Weingart Typografie,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"128 x 90,5 cm",Impression offset,2014,2017,Don,Homme,graphic.png,suisse,switzerland.png,
7439,Richard NIESSEN,Néerlandaise,"1972, Edam (Pays-Bas)",Affiche Une saison graphique,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,néerlandaise,netherlands.png,
7440,Thomas HUOT-MARCHAND,Française,"1965, Dole (Jura, France)",Affiche Cinéma,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
7441,Thomas HUOT-MARCHAND,Française,"1965, Dole (Jura, France)",Affiche Cirque,Design Graphique/ Illustration,2,2014,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2014,2017,Don,Homme,graphic.png,française,france.png,
